id_titulo,id_persona,orden_credito
4801,31282,5
4801,2776,6
4801,26551,7
4801,39237,8
4803,34509,1
4803,34945,2
4803,30664,3
4803,13171,4
4803,40109,5
4803,30316,6
4804,4808,1
4805,29467,1
4805,9536,2
4805,15393,3
4805,3357,4
4805,6291,5
4805,33206,6
4805,14956,7
4805,8344,8
4805,6103,9
4805,28133,10
4805,31208,11
4806,1763,1
4806,3852,2
4806,1190,3
4806,33446,4
4806,9613,5
4806,10697,6
4807,15455,1
4807,24454,2
4807,37994,3
4807,14783,4
4807,5869,5
4809,16067,1
4810,36759,1
4810,35114,2
4810,24859,3
4810,24857,4
4811,611,1
4811,18840,2
4811,6061,3
4811,18477,4
4811,24561,5
4811,1633,6
4811,37139,7
4811,10384,8
4813,23401,1
4813,10291,2
4813,12555,3
4814,5659,1
4814,11506,2
4814,12442,3
4814,18302,4
4814,8253,5
4814,8813,6
4814,17762,7
4815,39256,1
4816,37265,1
4816,3165,2
4816,19455,3
4816,30599,4
4816,22886,5
4817,31716,1
4817,39446,2
4817,34746,3
4817,35847,4
4817,14394,5
4817,17902,6
4818,33650,1
4818,16434,2
4818,18705,3
4818,3409,4
4818,7675,5
4818,36021,6
4818,31506,7
4818,6303,8
4819,22813,1
4820,6974,1
4820,37376,2
4820,31498,3
4820,16725,4
4820,6218,5
4820,38386,6
4820,1359,7
4821,9472,1
4822,26065,1
4822,1497,2
4822,32431,3
4822,35125,4
4822,23326,5
4822,11227,6
4822,37293,7
4822,12178,8
4822,12185,9
4822,35426,10
4822,32316,11
4823,17251,1
4823,40701,2
4823,40716,3
4823,30438,4
4823,40679,5
4824,13785,1
4825,17030,1
4825,14796,2
4825,25005,3
4825,31346,4
4825,31150,5
4825,24334,6
4825,13414,7
4825,24404,8
4825,1119,9
4825,34210,10
4825,28933,11
4825,29587,12
4826,38835,1
4826,4743,2
4826,30572,3
4826,27518,4
4826,23618,5
4826,906,6
4826,30923,7
4826,27534,8
4826,15640,9
4826,33457,10
4826,20415,11
4827,13503,1
4827,13747,2
4827,15266,3
4827,14847,4
4829,40754,1
4829,13070,2
4829,22815,3
4829,37004,4
4829,25421,5
4829,29675,6
4829,37643,7
4830,5755,1
4830,36423,2
4830,26026,3
4830,31508,4
4831,30048,1
4831,27873,2
4831,38129,3
4831,37906,4
4831,11744,5
4831,19624,6
4831,14071,7
4831,10890,8
4831,33414,9
4831,38002,10
4832,25902,1
4832,15964,2
4832,2838,3
4832,8628,4
4832,11179,5
4833,25902,1
4833,15964,2
4833,2838,3
4833,8628,4
4833,11179,5
4834,8369,1
4834,23190,2
4834,3160,3
4834,8491,4
4834,2988,5
4834,27900,6
4834,12217,7
4834,19688,8
4834,15156,9
4834,35501,10
4835,28669,1
4835,9921,2
4835,14154,3
4835,12069,4
4835,23435,5
4835,32155,6
4835,12869,7
4835,32706,8
4836,12135,1
4838,11095,1
4838,17119,2
4838,12247,3
4838,20035,4
4838,5268,5
4838,16462,6
4838,15376,7
4838,31919,8
4838,8522,9
4838,6290,10
4839,25246,1
4839,24758,2
4839,37934,3
4839,3761,4
4839,34089,5
4839,38779,6
4839,34005,7
4839,20185,8
4839,30503,9
4839,23172,10
4840,21013,1
4840,33725,2
4840,33440,3
4840,15012,4
4840,33785,5
4840,34912,6
4840,36141,7
4840,3312,8
4841,7454,1
4841,6528,2
4841,37073,3
4841,10495,4
4841,37250,5
4841,33698,6
4841,10462,7
4841,29101,8
4841,32961,9
4841,19327,10
4843,16332,1
4843,10346,2
4843,19194,3
4843,4493,4
4843,22645,5
4843,1805,6
4843,28893,7
4843,24811,8
4843,61,9
4844,11820,1
4845,10743,1
4845,16017,2
4845,37643,3
4845,6142,4
4846,16156,1
4846,30190,2
4846,39520,3
4846,25567,4
4846,1582,5
4846,38012,6
4846,8848,7
4846,16577,8
4846,16999,9
4846,32324,10
4848,4429,1
4848,24008,2
4848,15308,3
4848,23653,4
4848,27709,5
4848,12025,6
4849,35372,1
4849,18924,2
4849,16060,3
4850,11890,1
4851,12943,1
4851,38656,2
4851,29969,3
4851,31597,4
4851,25864,5
4851,12330,6
4852,35883,1
4852,24467,2
4853,19991,1
4853,3119,2
4853,6640,3
4853,22053,4
4853,12226,5
4853,7524,6
4853,24243,7
4853,32337,8
4853,35964,9
4853,2098,10
4853,18046,11
4853,2779,12
4853,21864,13
4853,8820,14
4853,37790,15
4853,21394,16
4853,13363,17
4853,15860,18
4854,36983,1
4854,19830,2
4854,40357,3
4854,4044,4
4854,3801,5
4854,932,6
4854,26719,7
4855,37467,1
4856,19158,1
4856,29568,2
4856,930,3
4856,2390,4
4857,25902,1
4857,15964,2
4857,2838,3
4857,8628,4
4857,11179,5
4858,15284,1
4858,36904,2
4858,24458,3
4858,33899,4
4858,23067,5
4858,9453,6
4859,19768,1
4859,8108,2
4859,35252,3
4859,36765,4
4859,16812,5
4859,22828,6
4859,25301,7
4859,31217,8
4859,1787,9
4859,8191,10
4859,36908,11
4861,34997,1
4861,23640,2
4861,30819,3
4861,30154,4
4861,486,5
4861,21076,6
4861,27201,7
4861,3203,8
4861,38984,9
4861,18664,10
4862,39991,1
4862,20779,2
4862,10475,3
4862,23455,4
4862,13196,5
4862,36186,6
4862,36933,7
4862,20817,8
4862,14824,9
4863,37207,1
4863,14373,2
4863,3966,3
4863,3800,4
4863,33358,5
4863,20126,6
4863,37925,7
4863,27102,8
4863,34690,9
4864,1572,1
4865,25527,1
4865,23287,2
4865,10539,3
4865,31975,4
4865,24321,5
4865,6971,6
4866,4842,1
4866,19483,2
4866,9456,3
4866,10902,4
4866,27450,5
4866,17330,6
4867,6037,1
4869,17539,1
4869,17486,2
4869,15527,3
4869,26584,4
4870,13669,1
4870,364,2
4870,20734,3
4870,22181,4
4870,4592,5
4870,40509,6
4870,2400,7
4870,13564,8
4871,13865,1
4872,14186,1
4872,38454,2
4872,36534,3
4872,564,4
4872,35679,5
4872,38455,6
4872,21330,7
4872,38435,8
4872,38084,9
4872,3959,10
4873,15862,1
4873,39081,2
4873,886,3
4873,7720,4
4874,16487,1
4874,23449,2
4874,9373,3
4874,31253,4
4874,8852,5
4874,19196,6
4874,18212,7
4874,12754,8
4874,9670,9
4874,23152,10
4875,6138,1
4875,32658,2
4875,24218,3
4875,36906,4
4875,5517,5
4875,39327,6
4875,9443,7
4875,4884,8
4875,22368,9
4875,5932,10
4875,8100,11
4875,38012,12
4875,18776,13
4876,7659,1
4876,1893,2
4876,7756,3
4876,35462,4
4876,24277,5
4876,17455,6
4876,14830,7
4876,34023,8
4876,30545,9
4876,11401,10
4877,8631,1
4879,23829,1
4879,7610,2
4879,16883,3
4879,11992,4
4880,21796,1
4880,33184,2
4880,1230,3
4880,36608,4
4880,19662,5
4880,39175,6
4880,34425,7
4880,39061,8
4881,8567,1
4881,24193,2
4881,1780,3
4881,8515,4
4881,21316,5
4881,10400,6
4881,29496,7
4881,11891,8
4881,22565,9
4881,7818,10
4882,40647,1
4882,24633,2
4882,30422,3
4882,17075,4
4882,18897,5
4882,2634,6
4882,27110,7
4883,6119,1
4883,570,2
4883,859,3
4883,8327,4
4883,11174,5
4883,29580,6
4883,18478,7
4883,18438,8
4883,2169,9
4883,29588,10
4883,27620,11
4884,31470,1
4884,15307,2
4884,12243,3
4884,27579,4
4884,11604,5
4884,22411,6
4884,16986,7
4884,22250,8
4885,16452,1
4885,8645,2
4885,37261,3
4885,8646,4
4885,6392,5
4885,33806,6
4885,35326,7
4886,36409,1
4886,238,2
4886,35242,3
4886,34505,4
4886,38975,5
4886,32932,6
4886,36086,7
4886,23705,8
4887,10151,1
4887,19510,2
4887,34995,3
4887,35557,4
4887,9724,5
4887,17846,6
4887,6491,7
4887,17260,8
4887,36134,9
4887,1213,10
4889,38046,1
4889,3442,2
4889,20693,3
4889,34820,4
4889,38933,5
4889,37199,6
4889,13248,7
4889,9120,8
4890,14945,1
4890,8720,2
4890,14614,3
4890,22888,4
4890,26026,5
4890,37952,6
4890,38608,7
4891,17771,1
4892,20654,1
4892,7391,2
4892,21544,3
4892,17386,4
4892,26694,5
4893,35782,1
4893,1317,2
4894,35782,1
4894,6237,2
4895,35782,1
4895,1317,2
4896,35782,1
4896,26662,2
4897,35782,1
4897,26662,2
4899,22610,1
4899,14049,2
4899,19915,3
4899,32589,4
4899,22950,5
4899,15547,6
4899,17337,7
4899,1349,8
4900,30222,1
4900,34875,2
4900,3674,3
4901,14404,1
4901,26151,2
4901,33755,3
4901,19825,4
4901,28211,5
4901,26447,6
4901,14463,7
4901,24089,8
4902,10280,1
4902,1893,2
4902,38149,3
4902,5261,4
4902,28763,5
4902,21644,6
4902,25982,7
4902,375,8
4902,32658,9
4902,1041,10
4903,28818,1
4903,1422,2
4903,32495,3
4903,28284,4
4903,605,5
4903,28680,6
4903,15052,7
4903,2182,8
4903,6165,9
4904,30999,1
4904,33832,2
4904,9770,3
4904,26451,4
4904,23720,5
4904,23359,6
4904,3589,7
4904,26603,8
4904,4066,9
4904,4012,10
4904,10494,11
4904,9747,12
4905,2009,1
4905,36885,2
4905,3487,3
4905,5484,4
4905,23316,5
4905,28919,6
4905,27509,7
4906,36633,1
4906,25157,2
4906,32432,3
4906,13380,4
4906,36164,5
4906,1550,6
4906,5908,7
4906,33842,8
4906,25425,9
4906,33071,10
4907,31952,1
4908,7264,1
4908,14159,2
4908,38557,3
4908,33256,4
4908,15537,5
4909,6474,1
4909,40487,2
4909,12252,3
4909,25383,4
4909,7163,5
4909,31688,6
4909,14207,7
4910,19495,1
4910,1000,2
4910,18578,3
4910,17483,4
4910,23130,5
4910,37637,6
4910,28821,7
4910,13418,8
4910,38342,9
4910,28822,10
4911,15086,1
4911,12541,2
4911,3388,3
4911,29243,4
4911,22674,5
4911,23637,6
4911,17911,7
4911,1798,8
4913,402,1
4913,7147,2
4913,35850,3
4913,30521,4
4913,1750,5
4913,32266,6
4913,19723,7
4913,6964,8
4913,15687,9
4913,17140,10
4913,18912,11
4914,2917,1
4914,1927,2
4914,6124,3
4914,8613,4
4914,8476,5
4914,16558,6
4915,22084,1
4915,7364,2
4915,16932,3
4915,3270,4
4915,16463,5
4916,11055,1
4917,4842,1
4917,27557,2
4917,11429,3
4917,12104,4
4917,2807,5
4918,12325,1
4918,6393,2
4918,11856,3
4919,32803,1
4919,34707,2
4919,18957,3
4919,26229,4
4919,40297,5
4920,20251,1
4921,22813,1
4921,19695,2
4921,1433,3
4921,3952,4
4921,1357,5
4921,5550,6
4921,16863,7
4921,32363,8
4921,33769,9
4921,36510,10
4922,10279,1
4922,16246,2
4922,10672,3
4924,17885,1
4924,4759,2
4924,31261,3
4924,23968,4
4924,38870,5
4924,37313,6
4924,30600,7
4924,10390,8
4924,31801,9
4924,21400,10
4925,1639,1
4925,25074,2
4925,19056,3
4925,24935,4
4925,7309,5
4925,11296,6
4925,20785,7
4925,30876,8
4925,8473,9
4925,36840,10
4925,26644,11
4925,10857,12
4925,24930,13
4925,37375,14
4926,6973,1
4926,29943,2
4926,10869,3
4926,23753,4
4926,4999,5
4926,11184,6
4926,27797,7
4926,6322,8
4926,37322,9
4927,27296,1
4927,26736,2
4928,12154,1
4928,5084,2
4928,18124,3
4928,5836,4
4928,3151,5
4928,39999,6
4928,28896,7
4928,15554,8
4928,14884,9
4929,6957,1
4929,24466,2
4929,8586,3
4929,16239,4
4929,7771,5
4929,21294,6
4929,35628,7
4929,39234,8
4930,39039,1
4930,24078,2
4930,30014,3
4930,4998,4
4930,6391,5
4931,19594,1
4931,26174,2
4931,26049,3
4931,12343,4
4931,21848,5
4931,24902,6
4931,23064,7
4931,4939,8
4931,19147,9
4931,22215,10
4932,6039,1
4932,27245,2
4932,10860,3
4932,10137,4
4932,23782,5
4933,13285,1
4934,9459,1
4934,39027,2
4934,1726,3
4934,11817,4
4934,32569,5
4935,138,1
4935,8751,2
4935,16016,3
4935,37530,4
4935,6663,5
4935,23186,6
4935,25092,7
4935,9115,8
4935,16603,9
4936,25765,1
4936,18326,2
4936,5431,3
4936,34492,4
4936,3622,5
4936,7850,6
4937,7529,1
4937,1287,2
4937,2530,3
4937,4429,4
4938,30841,1
4939,34247,1
4939,14878,2
4939,25574,3
4939,32897,4
4939,16521,5
4939,37455,6
4939,7096,7
4939,27720,8
4939,17771,9
4939,21065,10
4939,6752,11
4939,7941,12
4939,21555,13
4939,19040,14
4939,33644,15
4939,25959,16
4940,25521,1
4940,25337,2
4940,39849,3
4940,1744,4
4940,10287,5
4940,15377,6
4940,11135,7
4940,27949,8
4940,27670,9
4940,1407,10
4940,11873,11
4940,37737,12
4941,22746,1
4942,22647,1
4942,4416,2
4942,12073,3
4942,9068,4
4942,6968,5
4942,37843,6
4942,1499,7
4942,18005,8
4943,11676,1
4943,18672,2
4943,29179,3
4943,14608,4
4943,37326,5
4943,24876,6
4943,4555,7
4943,3508,8
4943,12686,9
4943,463,10
4943,16940,11
4943,37361,12
4943,32480,13
4943,13538,14
4943,20426,15
4943,4580,16
4943,5618,17
4944,17864,1
4944,35523,2
4944,23889,3
4944,16522,4
4944,22186,5
4944,38462,6
4944,34469,7
4944,3768,8
4945,11717,1
4946,34997,1
4946,35374,2
4946,969,3
4947,29235,1
4947,18036,2
4947,21629,3
4947,25605,4
4947,24113,5
4947,5307,6
4947,12587,7
4947,23431,8
4947,39507,9
4948,5755,1
4948,8343,2
4948,7611,3
4948,29457,4
4948,39922,5
4949,15111,1
4949,34322,2
4949,21385,3
4949,30792,4
4949,28547,5
4949,3741,6
4949,23644,7
4950,22366,1
4950,355,2
4950,37860,3
4950,22100,4
4950,7308,5
4950,35981,6
4950,11228,7
4950,23298,8
4950,25369,9
4950,22286,10
4950,4952,11
4950,31654,12
4950,8125,13
4951,17771,1
4952,17163,1
4952,33313,2
4952,18123,3
4952,27717,4
4952,24554,5
4952,838,6
4952,22534,7
4953,34322,1
4953,36249,2
4953,36421,3
4953,40588,4
4953,2065,5
4953,20733,6
4953,5093,7
4953,4915,8
4953,27201,9
4953,19134,10
4954,40111,1
4954,5072,2
4954,34778,3
4955,34322,1
4955,9275,2
4955,34878,3
4955,3421,4
4955,20735,5
4955,16286,6
4956,34322,1
4956,30942,2
4956,3203,3
4956,9729,4
4956,2018,5
4956,18665,6
4956,27999,7
4956,30792,8
4957,34322,1
4957,18665,2
4957,28962,3
4957,33752,4
4957,9732,5
4957,13204,6
4957,35238,7
4957,34358,8
4957,17880,9
4958,36319,1
4958,4642,2
4958,7542,3
4958,6818,4
4958,17383,5
4958,38899,6
4958,24407,7
4958,368,8
4958,37417,9
4958,33571,10
4958,27553,11
4958,37830,12
4958,32015,13
4958,34586,14
4958,7460,15
4958,25230,16
4958,6616,17
4958,27417,18
4959,21762,1
4959,5764,2
4959,16182,3
4959,34967,4
4959,39328,5
4959,34097,6
4959,21968,7
4959,39436,8
4959,29171,9
4959,37762,10
4960,10799,1
4960,39864,2
4960,7758,3
4960,17045,4
4960,20570,5
4960,16109,6
4960,1732,7
4961,28262,1
4961,4493,2
4961,17451,3
4961,2987,4
4961,30663,5
4961,20967,6
4961,9083,7
4961,21947,8
4961,19559,9
4962,22515,1
4962,27199,2
4962,8771,3
4962,36589,4
4962,12334,5
4962,3,6
4962,30979,7
4962,18988,8
4962,8,9
4963,35302,1
4964,33190,1
4964,37028,2
4964,679,3
4964,27332,4
4964,28095,5
4964,7846,6
4964,1189,7
4964,9674,8
4964,37847,9
4965,26123,1
4965,17789,2
4965,31897,3
4965,17660,4
4965,29229,5
4965,7872,6
4965,22809,7
4965,4257,8
4965,33600,9
4965,16470,10
4965,25664,11
4965,12520,12
4965,38408,13
4965,34626,14
4965,18092,15
4966,31897,1
4966,17789,2
4966,26123,3
4966,17660,4
4966,18092,5
4966,29229,6
4966,22809,7
4966,33600,8
4966,4257,9
4966,38408,10
4967,31897,1
4967,17789,2
4967,26123,3
4967,22809,4
4967,23027,5
4967,7872,6
4967,25664,7
4967,13178,8
4967,1312,9
4967,12845,10
4967,13068,11
4967,11415,12
4967,4257,13
4967,17660,14
4967,29229,15
4968,9950,1
4969,15735,1
4970,24543,1
4970,3472,2
4970,21042,3
4970,17592,4
4970,9669,5
4970,10771,6
4970,32381,7
4970,32274,8
4970,36456,9
4970,2639,10
4971,337,1
4971,2273,2
4971,4976,3
4971,38545,4
4971,3963,5
4971,27470,6
4971,8472,7
4971,15929,8
4971,31427,9
4971,33166,10
4971,35875,11
4971,23124,12
4971,12697,13
4971,32192,14
4972,28188,1
4972,14917,2
4972,26519,3
4972,11333,4
4972,4800,5
4972,27612,6
4972,4007,7
4972,4074,8
4972,14011,9
4972,14645,10
4973,27556,1
4973,22930,2
4973,25506,3
4973,7848,4
4973,3064,5
4973,36980,6
4974,23031,1
4974,17493,2
4974,5265,3
4974,15795,4
4974,7518,5
4974,17338,6
4974,30099,7
4974,36891,8
4974,31563,9
4974,34962,10
4975,6537,1
4975,23326,2
4975,27630,3
4975,10802,4
4975,20294,5
4975,34641,6
4976,40552,1
4976,25257,2
4976,30689,3
4976,48,4
4976,37627,5
4977,27319,1
4977,12051,2
4977,9432,3
4977,27934,4
4977,4665,5
4977,8287,6
4978,12359,1
4978,8650,2
4978,20424,3
4978,16840,4
4978,13246,5
4978,2685,6
4978,39555,7
4978,17158,8
4978,5189,9
4979,18620,1
4979,2538,2
4979,9296,3
4979,28698,4
4979,12838,5
4979,18592,6
4979,35298,7
4979,8444,8
4979,8397,9
4979,11982,10
4982,40150,1
4983,28159,1
4983,40198,2
4983,27381,3
4983,26271,4
4983,8147,5
4983,25244,6
4983,27112,7
4983,34692,8
4983,25138,9
4984,4954,1
4984,7302,2
4984,32161,3
4984,24485,4
4984,36468,5
4984,2759,6
4984,28246,7
4985,2052,1
4985,9764,2
4985,3000,3
4985,1981,4
4985,26983,5
4985,33818,6
4985,717,7
4986,38739,1
4986,35979,2
4986,16842,3
4986,14346,4
4986,12670,5
4986,29830,6
4986,27228,7
4987,23264,1
4987,11315,2
4987,19057,3
4987,30078,4
4987,3425,5
4987,39700,6
4987,5126,7
4987,19550,8
4987,3526,9
4988,39732,1
4988,9846,2
4988,19360,3
4988,39731,4
4988,11432,5
4988,21162,6
4988,39711,7
4988,14697,8
4989,27380,1
4989,23558,2
4989,40451,3
4989,28121,4
4989,26054,5
4989,8139,6
4989,14394,7
4990,31692,1
4991,33902,1
4991,35964,2
4991,28357,3
4991,27457,4
4991,19599,5
4991,39507,6
4991,19913,7
4991,17954,8
4991,40474,9
4991,7524,10
4991,15738,11
4991,13363,12
4991,26011,13
4991,19964,14
4991,39314,15
4991,38667,16
4991,39534,17
4991,2429,18
4992,13978,1
4992,40435,2
4992,23461,3
4992,36656,4
4992,19355,5
4992,26945,6
4992,32790,7
4992,796,8
4992,38088,9
4992,36703,10
4992,3798,11
4993,5974,1
4993,17818,2
4993,27784,3
4993,4867,4
4993,27374,5
4993,16482,6
4993,14067,7
4993,4472,8
4993,33733,9
4993,685,10
4994,16110,1
4994,36614,2
4994,20693,3
4994,34767,4
4994,10848,5
4994,31128,6
4994,32399,7
4994,27153,8
4994,26225,9
4995,18141,1
4995,17244,2
4995,39901,3
4995,26675,4
4995,17060,5
4995,40234,6
4995,14485,7
4995,36623,8
4995,40298,9
4995,35473,10
4995,40178,11
4997,591,1
4997,17755,2
4997,32400,3
4997,3140,4
4997,28635,5
4997,1419,6
4997,28734,7
4997,9554,8
4998,37660,1
4998,10720,2
4998,4545,3
4998,12281,4
4998,4959,5
4998,10498,6
4998,37279,7
4998,37684,8
4998,28405,9
4998,24108,10
4998,12972,11
4998,2157,12
4998,20637,13
4998,26724,14
4998,10716,15
4998,11530,16
4999,12430,1
5000,23291,1
5002,23498,1
5003,27249,1
5004,23761,1
5004,26618,2
5004,6685,3
5004,5480,4
5004,24073,5
5004,25912,6
5004,40857,7
5004,22716,8
5004,9668,9
5004,31924,10
5004,29203,11
5005,35719,1
5005,10996,2
5005,30483,3
5005,2379,4
5005,20215,5
5005,7797,6
5005,7550,7
5005,32747,8
5005,10483,9
5005,36346,10
5005,7985,11
5005,18053,12
5005,7756,13
5006,455,1
5007,22655,1
5007,8470,2
5007,31496,3
5007,28411,4
5007,27314,5
5007,16179,6
5007,9912,7
5007,25744,8
5008,34322,1
5008,23618,2
5008,30294,3
5008,30629,4
5008,40763,5
5008,32895,6
5008,30118,7
5008,20941,8
5008,518,9
5009,237,1
5009,26385,2
5009,851,3
5009,23194,4
5009,38923,5
5009,32453,6
5009,3572,7
5009,32907,8
5009,9580,9
5009,23644,10
5010,38693,1
5010,15564,2
5010,36885,3
5010,30792,4
5010,32907,5
5010,3203,6
5010,40565,7
5010,29529,8
5011,4064,1
5011,22789,2
5011,17128,3
5011,7765,4
5011,22604,5
5011,13742,6
5011,16782,7
5012,28397,1
5012,24120,2
5012,24062,3
5012,17374,4
5012,4637,5
5012,24486,6
5012,7311,7
5012,22917,8
5012,14347,9
5012,14952,10
5013,13955,1
5013,30203,2
5013,4711,3
5013,9241,4
5013,55,5
5013,30254,6
5013,13959,7
5014,4643,1
5014,6156,2
5014,16294,3
5014,6035,4
5014,26014,5
5014,37970,6
5015,34322,1
5015,12634,2
5015,20754,3
5015,35244,4
5015,21849,5
5015,30767,6
5015,9130,7
5015,11716,8
5016,26123,1
5016,17789,2
5016,31897,3
5016,17660,4
5016,29118,5
5016,21832,6
5016,22947,7
5017,26123,1
5017,17789,2
5017,31897,3
5017,17660,4
5017,29118,5
5017,15548,6
5017,23928,7
5017,10039,8
5017,29320,9
5017,12497,10
5018,26123,1
5018,17789,2
5018,31897,3
5018,29118,4
5019,17789,1
5019,31897,2
5019,17660,3
5019,29229,4
5019,22809,5
5019,33600,6
5019,4257,7
5019,16470,8
5019,34626,9
5019,38408,10
5020,17789,1
5020,31897,2
5020,17660,3
5020,29229,4
5020,22809,5
5020,33600,6
5020,7872,7
5020,4257,8
5020,25664,9
5020,34626,10
5021,4292,1
5021,34325,2
5021,39144,3
5021,3937,4
5021,31011,5
5021,23116,6
5021,27071,7
5021,16365,8
5022,870,1
5022,237,2
5022,39186,3
5022,11327,4
5022,19397,5
5022,30942,6
5022,22695,7
5022,2241,8
5022,28547,9
5022,38957,10
5022,35454,11
5023,4158,1
5024,9472,1
5025,24361,1
5026,33400,1
5026,7587,2
5026,5597,3
5026,15305,4
5026,2188,5
5026,7817,6
5027,8113,1
5027,40702,2
5027,39351,3
5027,21134,4
5027,17080,5
5027,16765,6
5028,13533,1
5028,4582,2
5028,13531,3
5028,26998,4
5028,36019,5
5028,16456,6
5028,29087,7
5028,13536,8
5029,1402,1
5029,29405,2
5029,19044,3
5030,7542,1
5030,31264,2
5030,4368,3
5030,25725,4
5030,8962,5
5030,32654,6
5030,31153,7
5030,29217,8
5031,1663,1
5031,14217,2
5031,15833,3
5031,4987,4
5031,29827,5
5032,13573,1
5032,26675,2
5032,40237,3
5032,34165,4
5032,26912,5
5032,11442,6
5032,6476,7
5032,13111,8
5032,34163,9
5032,35475,10
5033,33944,1
5033,37840,2
5033,31655,3
5033,38663,4
5033,10293,5
5033,32752,6
5033,31903,7
5033,2882,8
5033,10749,9
5033,6615,10
5033,10770,11
5033,33338,12
5034,32785,1
5034,38278,2
5034,9157,3
5034,26337,4
5034,19278,5
5034,34752,6
5034,18897,7
5034,40096,8
5034,32812,9
5034,12308,10
5034,39989,11
5035,675,1
5036,16323,1
5036,1964,2
5036,36592,3
5036,7375,4
5036,2370,5
5036,40529,6
5037,15632,1
5037,29857,2
5037,29121,3
5037,7603,4
5037,31783,5
5037,30461,6
5037,36520,7
5037,10593,8
5037,40522,9
5037,251,10
5038,13391,1
5038,25964,2
5038,7409,3
5038,35856,4
5038,19594,5
5038,15482,6
5038,37585,7
5038,5426,8
5038,1056,9
5038,12635,10
5038,36780,11
5039,20330,1
5040,7147,1
5041,38835,1
5041,2677,2
5041,1054,3
5041,30629,4
5041,31025,5
5041,36306,6
5042,13088,1
5043,30612,1
5043,3490,2
5043,31971,3
5043,33182,4
5045,337,1
5045,1416,2
5045,34623,3
5045,31899,4
5045,2385,5
5046,12213,1
5047,7273,1
5047,24767,2
5047,7833,3
5047,6606,4
5047,39257,5
5048,13391,1
5048,9002,2
5048,8352,3
5048,17779,4
5048,7131,5
5048,957,6
5048,40680,7
5048,10653,8
5048,32208,9
5048,7667,10
5049,35252,1
5050,19784,1
5051,1412,1
5051,13539,2
5051,32817,3
5051,40770,4
5051,11311,5
5051,15253,6
5051,40867,7
5051,30408,8
5051,40792,9
5051,28311,10
5052,9966,1
5052,9969,2
5052,13571,3
5052,39731,4
5052,40234,5
5052,6521,6
5052,23553,7
5052,40010,8
5054,27662,1
5054,21278,2
5054,8590,3
5054,7906,4
5054,24875,5
5054,1082,6
5056,34111,1
5056,11820,2
5057,16871,1
5058,12797,1
5058,17415,2
5058,541,3
5058,35862,4
5058,21483,5
5058,18790,6
5058,17748,7
5058,12549,8
5058,18834,9
5058,17339,10
5059,23130,1
5059,2831,2
5059,4426,3
5059,13223,4
5059,31522,5
5059,22490,6
5059,34052,7
5059,24605,8
5059,39249,9
5059,14239,10
5059,11383,11
5060,39533,1
5060,9875,2
5060,24455,3
5060,17503,4
5060,24810,5
5060,37373,6
5060,34239,7
5060,15497,8
5060,27299,9
5060,11017,10
5060,10803,11
5060,24842,12
5060,17684,13
5060,31669,14
5060,5904,15
5061,11656,1
5062,24957,1
5063,34039,1
5064,11128,1
5064,16393,2
5064,13362,3
5064,29406,4
5064,18412,5
5064,5938,6
5064,21394,7
5065,3140,1
5065,19475,2
5065,29562,3
5065,31955,4
5065,7650,5
5065,7986,6
5065,22186,7
5065,3768,8
5065,24291,9
5066,13598,1
5066,21222,2
5066,9968,3
5066,21024,4
5066,35469,5
5066,15609,6
5066,14492,7
5066,21210,8
5066,14437,9
5066,6518,10
5066,21224,11
5067,31470,1
5068,37689,1
5070,3888,1
5070,30182,2
5070,15288,3
5070,23674,4
5070,80,5
5070,10849,6
5070,17799,7
5070,23889,8
5070,5553,9
5070,8426,10
5070,16484,11
5071,10474,1
5071,32775,2
5071,12303,3
5071,26450,4
5071,37919,5
5071,19359,6
5071,32768,7
5072,13877,1
5073,25207,1
5073,10336,2
5073,23044,3
5073,12441,4
5073,24815,5
5073,24365,6
5073,1222,7
5073,27398,8
5073,27629,9
5073,31940,10
5074,10217,1
5074,30005,2
5074,29135,3
5074,34472,4
5074,58,5
5074,10430,6
5074,19739,7
5074,29395,8
5075,27892,1
5075,36371,2
5075,19085,3
5075,35998,4
5075,9010,5
5075,5401,6
5075,2890,7
5075,35703,8
5075,14772,9
5075,21317,10
5076,1835,1
5076,40822,2
5076,1621,3
5076,18475,4
5076,38800,5
5076,40821,6
5076,2884,7
5076,8000,8
5076,35042,9
5076,8424,10
5076,28284,11
5077,18877,1
5077,3172,2
5078,23547,1
5078,36675,2
5078,19265,3
5078,37930,4
5078,40348,5
5078,18961,6
5078,8147,7
5078,20126,8
5078,20139,9
5078,19842,10
5078,19827,11
5079,19768,1
5080,9566,1
5080,14192,2
5080,40610,3
5080,32265,4
5080,30295,5
5080,39866,6
5080,23161,7
5080,35294,8
5081,26385,1
5081,16377,2
5081,35128,3
5081,20928,4
5081,15625,5
5081,4915,6
5081,33778,7
5081,34906,8
5081,2057,9
5081,21315,10
5082,9196,1
5082,12681,2
5082,2399,3
5082,27166,4
5082,81,5
5082,38621,6
5082,16807,7
5082,8531,8
5082,23874,9
5082,20661,10
5083,19697,1
5083,92,2
5083,37959,3
5083,10054,4
5083,10659,5
5083,10641,6
5083,7143,7
5083,4672,8
5083,27845,9
5083,25828,10
5084,3995,1
5084,31957,2
5084,38822,3
5084,4092,4
5084,15289,5
5084,39220,6
5084,8126,7
5084,16122,8
5084,24456,9
5084,5351,10
5085,15422,1
5085,16725,2
